road_name,latitude,longitude,radius
LORIMER STREET,-37.826145249,144.90418248,0.05
LORIMER STREET,-37.826442455,144.903779512,0.05
LORIMER STREET,-37.826739661,144.903376544,0.05
MACAULAY ROAD,-37.795092486,144.93587958,0.05
ARDEN LANE,-37.80030724,144.950542458,0.05
LAMBETH STREET,-37.788597133,144.934617979,0.05
UNNAMED,-37.800708106,144.950886419,0.05
CLARENDON STREET,-37.830233328,144.959293238,0.05
CLARENDON STREET,-37.829958142500004,144.9591663005,0.05
PROHASKY STREET,-37.833782078,144.919202855,0.05
PROHASKY STREET,-37.834149157,144.91931581633335,0.05
PROHASKY STREET,-37.834516236,144.91942877766667,0.05
MCINERNEY LANE,-37.802654567,144.956099676,0.05
NOTT STREET,-37.837919552,144.941189237,0.05
NOTT STREET,-37.837713339000004,144.9413784475,0.05
LITTLE COLLINS STREET,-37.814387207,144.966507074,0.05
JAGEURS LANE,-37.797026829,144.957134545,0.05
JAGEURS LANE,-37.796594573,144.95718801266668,0.05
JAGEURS LANE,-37.796162317000004,144.95724148033332,0.05
CAPRICE AVENUE,-37.824006998,144.92159734,0.05
CAPRICE AVENUE,-37.824103938,144.9211211104,0.05
CAPRICE AVENUE,-37.824200878,144.9206448808,0.05
CAPRICE AVENUE,-37.824297818000005,144.9201686512,0.05
CAPRICE AVENUE,-37.824394758000004,144.9196924216,0.05
CHURCHILL AVENUE,-37.780637671,144.918147514,0.05
CHURCHILL AVENUE,-37.7806858605,144.9186234175,0.05
MCCONNELL STREET,-37.789789966,144.928489378,0.05
MCCONNELL STREET,-37.790200335,144.9285535075,0.05
UNNAMED,-37.79190064,144.983630761,0.05
BOURKE STREET,-37.813299851,144.966422037,0.05
BOURKE STREET,-37.813415307,144.9660277655,0.05
VICTORIA STREET,-37.784650343,144.935931674,0.05
VICTORIA STREET,-37.7850223895,144.935661203,0.05
ALFRED PLACE,-37.81341875,144.969787652,0.05
ALFRED PLACE,-37.81374864233333,144.96993718666667,0.05
ALFRED PLACE,-37.81407853466666,144.97008672133333,0.05
THE BEND,-37.83907826,144.921525952,0.05
THE BEND,-37.838788173333334,144.92138986566667,0.05
THE BEND,-37.83849808666667,144.92125377933334,0.05
BAILLIE STREET,-37.801356596,144.946336763,0.05
BAILLIE STREET,-37.80141204433333,144.94682803,0.05
BAILLIE STREET,-37.80146749266667,144.947319297,0.05
CHARLES PLACE,-37.802979695,144.982948761,0.05
LYELL STREET,-37.836477688,144.950625646,0.05
LYELL STREET,-37.83639578166667,144.95022911166666,0.05
LYELL STREET,-37.83631387533334,144.94983257733332,0.05
PLUMMER STREET,-37.830498054,144.936391534,0.05
PLUMMER STREET,-37.830600893625004,144.9358562735,0.05
PLUMMER STREET,-37.830703733250004,144.935321013,0.05
PLUMMER STREET,-37.830806572875005,144.9347857525,0.05
PLUMMER STREET,-37.830909412500006,144.934250492,0.05
PLUMMER STREET,-37.831012252125,144.9337152315,0.05
PLUMMER STREET,-37.83111509175,144.93317997100002,0.05
PLUMMER STREET,-37.831217931375,144.9326447105,0.05
MACARTHUR ROAD,-37.787779625,144.951895211,0.05
MACARTHUR ROAD,-37.78796027336364,144.95239333045453,0.05
MACARTHUR ROAD,-37.78814092172727,144.9528914499091,0.05
MACARTHUR ROAD,-37.78832157009091,144.95338956936362,0.05
MACARTHUR ROAD,-37.788502218454546,144.95388768881818,0.05
MACARTHUR ROAD,-37.788682866818185,144.95438580827272,0.05
MACARTHUR ROAD,-37.788863515181816,144.95488392772728,0.05
MACARTHUR ROAD,-37.789044163545455,144.9553820471818,0.05
MACARTHUR ROAD,-37.789224811909094,144.95588016663638,0.05
MACARTHUR ROAD,-37.78940546027273,144.9563782860909,0.05
MACARTHUR ROAD,-37.789586108636364,144.95687640554547,0.05
OSBORNE STREET,-37.8423519,144.990892706,0.05
OSBORNE STREET,-37.842750904,144.9908111594,0.05
OSBORNE STREET,-37.843149908,144.9907296128,0.05
OSBORNE STREET,-37.843548911999996,144.9906480662,0.05
OSBORNE STREET,-37.843947916,144.9905665196,0.05
ROSNY STREET,-37.836634632,144.925047758,0.05
ROSNY STREET,-37.8369627955,144.925009601,0.05
TOORAK ROAD,-37.837133458,144.977202413,0.05
TOORAK ROAD,-37.837072035,144.97672619,0.05
DONALDSON STREET,-37.841551858,144.937014381,0.05
DONALDSON STREET,-37.841707239499996,144.9372830695,0.05
ELIZABETH STREET,-37.814741877,144.96338735,0.05
ELIZABETH STREET,-37.814984609999996,144.963499359,0.05
SUGAR LANE,-37.843815907,144.943296625,0.05
SUGAR LANE,-37.843583845,144.942884881,0.05
ABBOTSFORD STREET,-37.798449134,144.94627197,0.05
ABBOTSFORD STREET,-37.798796554000006,144.9462099175,0.05
KENT STREET,-37.780315956,144.926322534,0.05
GRATTAN STREET,-37.800633348,144.965902123,0.05
PRINCES STREET,-37.838668501,144.937060504,0.05
PRINCES STREET,-37.838881774,144.9368604795,0.05
YORK STREET,-37.799891576,144.987827971,0.05
YORK STREET,-37.799952872999995,144.9883496005,0.05
RACECOURSE ROAD,-37.787853532,144.926649483,0.05
RACECOURSE ROAD,-37.787803155666666,144.926181495,0.05
RACECOURSE ROAD,-37.78775277933333,144.92571350699998,0.05
KULIN PLACE,-37.79902294,144.974176163,0.05
BANK STREET,-37.833596892,144.962863396,0.05
PALMER STREET,-37.802246312,144.989891863,0.05
PALMER STREET,-37.801802692499976,144.98996178,0.05
PALMER STREET,-37.80135907299996,144.990031697,0.05
PALMER STREET,-37.80091545349993,144.990101614,0.05
UNNAMED,-37.80891296,144.928265459,0.05
MCGREGOR STREET,-37.850667531,144.966245779,0.05
MCGREGOR STREET,-37.8508756695,144.96607354449998,0.05
DOMAIN ROAD,-37.832859085,144.972627034,0.05
COOTE STREET,-37.834725576,144.954599679,0.05
COOTE STREET,-37.834354438666665,144.95442932466668,0.05
COOTE STREET,-37.83398330133333,144.95425897033334,0.05
BEACON ROAD,-37.834076649,144.929649024,0.05
BEACON ROAD,-37.8344841045,144.9295910355,0.05
RESERVE STREET,-37.789157263,144.969623452,0.05
RESERVE STREET,-37.788873055500005,144.969673856,0.05
SAN MARCO LANE,-37.806627166,144.954530102,0.05
STEWARTS LANE,-37.797616692,144.948661467,0.05
ABECKETT STREET,-37.809700584,144.959306201,0.05
ABECKETT STREET,-37.809552049000004,144.95981875799998,0.05
CANBERRA MEWS,-37.838920782,144.933083515,0.05
GORE STREET,-37.807707958,144.981553852,0.05
GORE STREET,-37.808007613,144.98150324266666,0.05
GORE STREET,-37.808307268,144.98145263333333,0.05
SMITH STREET,-37.834383433,144.92209602,0.05
SMITH STREET,-37.83401764133333,144.92198254933334,0.05
SMITH STREET,-37.833651849666666,144.92186907866667,0.05
SWANSTON STREET,-37.801088887,144.9638615,0.05
SWANSTON STREET,-37.801434406,144.9638019175,0.05
UNNAMED,-37.842728548,144.938528821,0.05
ST KILDA ROAD,-37.832459782,144.971697893,0.05
EIGHTEEN PENCE LANE,-37.825056584,144.94527006,0.05
SPRING STREET,-37.797010033,144.976154764,0.05
URIE LANE,-37.783700834,144.929076015,0.05
URIE LANE,-37.783447925000004,144.929116991,0.05
LEOPOLD STREET,-37.841623243,144.976195037,0.05
LEOPOLD STREET,-37.8415077155,144.97669482700002,0.05
PASLEY STREET N,-37.841354774,144.984861952,0.05
PASLEY STREET N,-37.841423866,144.98537205949998,0.05
GERTRUDE STREET,-37.80598253,144.979445804,0.05
GERTRUDE STREET,-37.8059512935,144.979142861,0.05
DEVENEY STREET,-37.789081809,144.927534581,0.05
HALFORD LANE,-37.791442075,144.920204577,0.05
ST KILDA ROAD,-37.824810826,144.971061719,0.05
UNNAMED,-37.839208349,144.98965282,0.05
UNNAMED,-37.839271967,144.990136691,0.05
TAVISTOCK PLACE,-37.818071675,144.961444503,0.05
TAVISTOCK PLACE,-37.818402604666666,144.96159665266666,0.05
TAVISTOCK PLACE,-37.81873353433333,144.96174880233335,0.05
RICHARDSON STREET,-37.849021508,144.960835605,0.05
RICHARDSON STREET,-37.849232999,144.9612422305,0.05
RICHARDSON STREET,-37.849444489999996,144.961648856,0.05
RICHARDSON STREET,-37.849655981,144.9620554815,0.05
WESTBOURNE ROAD,-37.792342768,144.923559931,0.05
MERTON PLACE,-37.844930063,144.954201442,0.05
PORTER STREET,-37.846416063,144.990663268,0.05
PORTER STREET,-37.846798118833334,144.99058038816665,0.05
PORTER STREET,-37.84718017466667,144.99049750833333,0.05
PORTER STREET,-37.8475622305,144.9904146285,0.05
PORTER STREET,-37.84794428633333,144.99033174866665,0.05
PORTER STREET,-37.848326342166665,144.99024886883333,0.05
REID STREET,-37.785150403,144.977204929,0.05
REID STREET,-37.785207954200004,144.977716159,0.05
REID STREET,-37.785265505400005,144.978227389,0.05
REID STREET,-37.7853230566,144.978738619,0.05
REID STREET,-37.7853806078,144.979249849,0.05
STOCKMANS WAY,-37.792166793,144.920977359,0.05
LITTLE CURRAN STREET,-37.791385457,144.942825348,0.05
SUTTON PLACE,-37.796636285,144.970228509,0.05
EMMERTON PLACE,-37.834938605,144.983215693,0.05
POPLAR ROAD,-37.778701215,144.942539692,0.05
POPLAR ROAD,-37.77874967371429,144.9430946197143,0.05
POPLAR ROAD,-37.77879813242857,144.94364954742858,0.05
POPLAR ROAD,-37.77884659114286,144.94420447514287,0.05
POPLAR ROAD,-37.77889504985714,144.94475940285713,0.05
POPLAR ROAD,-37.77894350857143,144.94531433057142,0.05
POPLAR ROAD,-37.77899196728571,144.9458692582857,0.05
BERTIE STREET,-37.828787211,144.937609645,0.05
BERTIE STREET,-37.82847182875,144.9372252645,0.05
BERTIE STREET,-37.828156446499996,144.936840884,0.05
BERTIE STREET,-37.827841064249995,144.9364565035,0.05
BERTIE STREET,-37.827525682,144.936072123,0.05
BERTIE STREET,-37.82721029975,144.9356877425,0.05
BERTIE STREET,-37.8268949175,144.935303362,0.05
BERTIE STREET,-37.82657953525,144.9349189815,0.05
MONASH STREET,-37.781283478,144.907094317,0.05
YORK STREET,-37.832745438,144.952097037,0.05
YORK STREET,-37.83269135266667,144.95249764233333,0.05
YORK STREET,-37.83263726733333,144.95289824766667,0.05
EIGHTEEN PENCE LANE,-37.825146939,144.94519624,0.05
RICHMOND TERRACE,-37.82190627,144.991665173,0.05
RICHMOND TERRACE,-37.821856447,144.991201754,0.05
DUNLOP AVENUE,-37.777972673,144.91624775,0.05
DUNLOP AVENUE,-37.7778558615,144.915736207,0.05
MACKENZIE ROAD,-37.812081957,144.906497941,0.05
MACKENZIE ROAD,-37.812135147,144.906827228,0.05
NOTTINGHAM STREET,-37.847429055,144.988365776,0.05
ST GEORGES ROAD,-37.781625568,144.985285761,0.05
BROOKES CRESCENT,-37.787096524,144.977789022,0.05
NAPIER STREET,-37.793336939,144.98160397,0.05
FLEMINGTON ROAD,-37.796469078,144.950775901,0.05
FLEMINGTON ROAD,-37.7962091542,144.9504516308,0.05
FLEMINGTON ROAD,-37.7959492304,144.9501273606,0.05
FLEMINGTON ROAD,-37.7956893066,144.9498030904,0.05
FLEMINGTON ROAD,-37.7954293828,144.9494788202,0.05
BRUNSWICK ROAD,-37.778843164,144.976052959,0.05
BRUNSWICK ROAD,-37.778897155500005,144.9765727165,0.05
YOUNG STREET,-37.843469811,144.959027645,0.05
YOUNG STREET,-37.843727582,144.9591783155,0.05
PEARL RIVER ROAD,-37.809859215,144.935856244,0.05
SANDEMAN PLACE,-37.803271896,144.981630121,0.05
WILLIAM LONSDALE LANE,-37.816502181,144.976962464,0.05
WILLIAM LONSDALE LANE,-37.816461348,144.97666315200001,0.05
SWALLOW STREET,-37.840261349,144.931208747,0.05
SWALLOW STREET,-37.840534628,144.9309710695,0.05
GISBORNE STREET,-37.810712829,144.975454494,0.05
GISBORNE STREET,-37.81032106433334,144.975520115,0.05
GISBORNE STREET,-37.80992929966666,144.975585736,0.05
OLD AUGHTIE DRIVE,-37.840847291,144.961484145,0.05
OLD AUGHTIE DRIVE,-37.8412436964,144.96162207499998,0.05
OLD AUGHTIE DRIVE,-37.8416401018,144.961760005,0.05
OLD AUGHTIE DRIVE,-37.8420365072,144.961897935,0.05
OLD AUGHTIE DRIVE,-37.8424329126,144.96203586500002,0.05
LITTLE PAGE STREET,-37.84922865,144.956778706,0.05
LITTLE PAGE STREET,-37.8490795995,144.9565181695,0.05
RICHARDSON STREET,-37.784495408,144.971206549,0.05
RICHARDSON STREET,-37.784549344333335,144.97170040433332,0.05
RICHARDSON STREET,-37.784603280666666,144.97219425966668,0.05
WELLS STREET,-37.830448104,144.969415009,0.05
WELLS STREET,-37.8301771605,144.96929078149998,0.05
TUCKER AVENUE,-37.835356983,144.929909781,0.05
TUCKER AVENUE,-37.835597031199995,144.9303667206,0.05
TUCKER AVENUE,-37.8358370794,144.9308236602,0.05
TUCKER AVENUE,-37.8360771276,144.9312805998,0.05
TUCKER AVENUE,-37.836317175800005,144.9317375394,0.05
BOURKE STREET,-37.813229334,144.96666284,0.05
NEVILLE STREET,-37.849555803,144.960391549,0.05
NEVILLE STREET,-37.849369454666665,144.960034132,0.05
NEVILLE STREET,-37.849183106333335,144.959676715,0.05
HOBSONS ROAD,-37.797239378,144.918972355,0.05
HOBSONS ROAD,-37.796901751,144.91863466375,0.05
HOBSONS ROAD,-37.796564124,144.9182969725,0.05
HOBSONS ROAD,-37.796226497,144.91795928125,0.05
BALMER STREET,-37.797010159,144.919370811,0.05
UNNAMED,-37.807097603,144.933278759,0.05
GIPPS STREET,-37.804991041,144.992129941,0.05
GIPPS STREET,-37.8049473785,144.991684652,0.05
MACAULAY ROAD,-37.794332503,144.929218386,0.05
MACAULAY ROAD,-37.7943820795,144.929653233,0.05
CRUIKSHANK STREET,-37.83751204,144.947749934,0.05
CRUIKSHANK STREET,-37.8372338735,144.948005959,0.05
NORMANBY ROAD,-37.83056789,144.945689739,0.05
ARNOLD STREET,-37.835480855,144.976564997,0.05
ARNOLD STREET,-37.835865510666665,144.976485743,0.05
ARNOLD STREET,-37.836250166333336,144.976406489,0.05
GIPPS STREET,-37.804752197,144.989694526,0.05
STEINBERG LANE,-37.79700951,144.969083999,0.05
STEINBERG LANE,-37.796787811499996,144.9693295205,0.05
HAWKE STREET,-37.807381571,144.946653774,0.05
DUNSTAN PARADE,-37.837360192,144.916485615,0.05
DUNSTAN PARADE,-37.837298976499994,144.9168013415,0.05
THISTLETHWAITE STREET,-37.831591237,144.951524116,0.05
UNNAMED,-37.790553681,144.934711759,0.05
UNNAMED,-37.790602467,144.935204669,0.05
LITERATURE LANE,-37.809230643,144.962940722,0.05
LITERATURE LANE,-37.80934830166667,144.96253681566668,0.05
LITERATURE LANE,-37.809465960333334,144.96213290933332,0.05
HUGHS ALLEY,-37.812322634,144.966822795,0.05
BARKLY STREET,-37.776046946,144.959920168,0.05
BARKLY STREET,-37.775992384333335,144.95949907366668,0.05
BARKLY STREET,-37.77593782266666,144.95907797933333,0.05
MORAY STREET,-37.82761672,144.9608942,0.05
WILLIAM STREET,-37.810674636,144.955944787,0.05
WILLIAM STREET,-37.811034682,144.95611198566667,0.05
WILLIAM STREET,-37.811394728,144.95627918433334,0.05
STRODE STREET,-37.818989411,144.990786463,0.05
STRODE STREET,-37.8191908305,144.990508262,0.05
ARGYLE PLACE S,-37.803383372,144.964967275,0.05
UNNAMED,-37.808955661,144.934032303,0.05
CLARKE STREET,-37.828405211,144.959856152,0.05
ST KILDA ROAD,-37.819245903,144.968261761,0.05
ST KILDA ROAD,-37.819479417,144.96836880450002,0.05
WATSONS WALK,-37.790677666,144.924910466,0.05
CHAPTER HOUSE LANE,-37.816550476,144.967904628,0.05
CHAPTER HOUSE LANE,-37.816887903,144.96806246,0.05
NIMMO STREET,-37.848812512,144.963340169,0.05
HAYWARD LANE,-37.808751098,144.96671165,0.05
HAYWARD LANE,-37.809080002,144.96685602966667,0.05
HAYWARD LANE,-37.809408906,144.96700040933334,0.05
KNEEN STREET,-37.783914362,144.989149133,0.05
KNEEN STREET,-37.783471133999996,144.98922652480002,0.05
KNEEN STREET,-37.783027906,144.98930391660002,0.05
KNEEN STREET,-37.782584678,144.9893813084,0.05
KNEEN STREET,-37.782141450000005,144.9894587002,0.05
LA TROBE STREET,-37.811754774,144.956446383,0.05
BOURKE STREET ML,-37.814214944,144.963272261,0.05
PROHASKY STREET,-37.833782078,144.919202855,0.05
PROHASKY STREET,-37.8333983774,144.9190217878,0.05
PROHASKY STREET,-37.8330146768,144.9188407206,0.05
PROHASKY STREET,-37.8326309762,144.9186596534,0.05
PROHASKY STREET,-37.8322472756,144.9184785862,0.05
MOFFAT STREET,-37.844461368,144.986095272,0.05
LITTLE LYELL STREET,-37.836956572,144.950396596,0.05
LITTLE LYELL STREET,-37.83685416466667,144.950022609,0.05
LITTLE LYELL STREET,-37.83675175733333,144.94964862199998,0.05
MONTAGUE STREET,-37.844101141,144.957232603,0.05
WADEY STREET,-37.826125572,144.9712778,0.05
MONTAGUE LANE,-37.841183009,144.956695057,0.05
MONTAGUE LANE,-37.841470404,144.956721762,0.05
LEWIS STREET,-37.786412687,144.930265877,0.05
LEWIS STREET,-37.7867120655,144.93021736650002,0.05
FARADAY STREET,-37.798353747,144.964346835,0.05
FARADAY STREET,-37.79840736766667,144.96483753633333,0.05
FARADAY STREET,-37.79846098833333,144.96532823766665,0.05
JOHNSTON STREET,-37.844484848,144.942686956,0.05
RIGGERS PLACE,-37.822258702,144.936685719,0.05
SACKVILLE STREET,-37.798571586,144.987463099,0.05
SACKVILLE STREET,-37.79861495725,144.9878913365,0.05
SACKVILLE STREET,-37.7986583285,144.988319574,0.05
SACKVILLE STREET,-37.79870169975,144.9887478115,0.05
HINTON LANE,-37.84733603,144.990897445,0.05
HINTON LANE,-37.847713256999995,144.9908399565,0.05
GROOM LANE,-37.790987733,144.983362702,0.05
NEWRY STREET,-37.790107628,144.975065615,0.05
OGRADY STREET,-37.842395819,144.955318785,0.05
MAWBY LANE,-37.801052961,144.945806866,0.05
MAWBY LANE,-37.8010832105,144.9460937995,0.05
ALFRED STREET,-37.847334732,144.985795085,0.05
ALFRED STREET,-37.84697456133333,144.98585320566667,0.05
ALFRED STREET,-37.846614390666666,144.98591132633334,0.05
RICHARDSON STREET,-37.783878602,144.965165398,0.05
RICHARDSON STREET,-37.78392827133334,144.965660004,0.05
RICHARDSON STREET,-37.78397794066667,144.96615461000002,0.05
WOODRUFF STREET,-37.829017296,144.941228125,0.05
WOODRUFF STREET,-37.8292826526,144.9408832188,0.05
WOODRUFF STREET,-37.8295480092,144.9405383126,0.05
WOODRUFF STREET,-37.8298133658,144.9401934064,0.05
WOODRUFF STREET,-37.8300787224,144.93984850020001,0.05
ST GEORGES ROAD,-37.788567543,144.979172132,0.05
LITTLE LEVESON STREET,-37.804804315,144.951526352,0.05
LITTLE LEVESON STREET,-37.804466966,144.951601959,0.05
LITTLE LEVESON STREET,-37.804129617,144.951677566,0.05
LINLITHGOW AVENUE,-37.822057425,144.973658643,0.05
PUNT ROAD,-37.843077884,144.985557734,0.05
PUNT ROAD,-37.843392233,144.985493378,0.05
MERTON STREET,-37.841778842,144.953879473,0.05
MERTON STREET,-37.841536747999996,144.953746897,0.05
SALMON STREET,-37.828486789,144.922948667,0.05
SALMON STREET,-37.828762081,144.923034031,0.05
BALLARAT ROAD,-37.795566529,144.908490365,0.05
BALLARAT ROAD,-37.79545680425,144.90800034075,0.05
BALLARAT ROAD,-37.795347079500004,144.9075103165,0.05
BALLARAT ROAD,-37.79523735475,144.90702029225002,0.05
PERCY PLACE,-37.851075203,144.990756537,0.05
PERCY PLACE,-37.850804963499996,144.9907988,0.05
CANTERBURY PLACE,-37.844653998,144.959811336,0.05
QUEENS BRIDGE STREET,-37.823212431,144.960830884,0.05
CARTER STREET,-37.84602436,144.959241661,0.05
TOPE STREET,-37.833161717,144.964373908,0.05
TOPE STREET,-37.83348569366667,144.96452324166665,0.05
TOPE STREET,-37.83380967033334,144.96467257533334,0.05
UNNAMED,-37.80445085699989,144.904558781,0.05
UNNAMED,-37.804535933999944,144.9048422865,0.05
HARDWICKE STREET,-37.796933373,144.947184911,0.05
HARDWICKE STREET,-37.7973307285,144.94711503874998,0.05
HARDWICKE STREET,-37.797728084,144.9470451665,0.05
HARDWICKE STREET,-37.7981254395,144.94697529425,0.05
ARGYLE STREET,-37.797277606,144.976108363,0.05
ARGYLE STREET,-37.7972201815,144.97556085000002,0.05
RYAN STREET,-37.798845299,144.903601381,0.05
RYAN STREET,-37.7989049535,144.9041293135,0.05
RAINBOW ALLEY,-37.814387207,144.966507074,0.05
COLLINS STREET,-37.817467662,144.959721141,0.05
POOLMAN STREET,-37.835239611,144.930920631,0.05
POOLMAN STREET,-37.834885231499996,144.93092943,0.05
POOLMAN STREET,-37.834530852,144.930938229,0.05
POOLMAN STREET,-37.834176472500005,144.930947028,0.05
NICHOLSON STREET,-37.777220005,144.97856255,0.05
NICHOLSON STREET,-37.777642493,144.978491123,0.05
PARKINS LANE,-37.827729587,144.989268426,0.05
PARKINS LANE,-37.827873552,144.9890106725,0.05
ERROL STREET,-37.803469711,144.949549717,0.05
FLINDERS LANE,-37.81604878099989,144.968456025,0.05
UNNAMED,-37.84153164199991,144.990175297,0.05
NEWELL STREET,-37.797510227,144.903254845,0.05
NEWELL STREET,-37.797541722999995,144.9035418485,0.05
NEWMAN STREET,-37.795022708,144.921228518,0.05
UNNAMED,-37.775474524,144.938945792,0.05
UNNAMED,-37.775628484500004,144.939380306,0.05
UNIACKE COURT,-37.815073085,144.954674595,0.05
UNIACKE COURT,-37.815298744,144.9547645815,0.05
SOUTH WHARF DRIVE,-37.822566669,144.938042469,0.05
R O W Y,-37.796085063,144.902090418,0.05
R O W Y,-37.79613407866667,144.90255086333335,0.05
R O W Y,-37.79618309433333,144.90301130866666,0.05
BYRNE STREET,-37.837389949,144.9330093,0.05
SIXTH AVENUE,-37.789432219,144.968241667,0.05
SIXTH AVENUE,-37.789003502,144.96837269,0.05
HUGHES STREET,-37.782526936,144.971525636,0.05
HUGHES STREET,-37.782472836,144.971032295,0.05
HUGHES STREET,-37.782418736,144.970538954,0.05
TANKARD STREET,-37.796503214,144.920247409,0.05
UNNAMED,-37.808061491,144.934537636,0.05
LONSDALE STREET,-37.8143082,144.955237696,0.05
LONSDALE STREET,-37.8142243485,144.955530866,0.05
DUNCAN STREET,-37.785325709,144.919258636,0.05
DUNCAN STREET,-37.785388051333335,144.91981515,0.05
DUNCAN STREET,-37.785450393666665,144.920371664,0.05
UNNAMED,-37.841376412,144.98632968,0.05
MOORE STREET,-37.799455673,144.903492229,0.05
MOORE STREET,-37.799150486,144.903546805,0.05
NOONE STREET,-37.793130922,144.988368518,0.05
NOONE STREET,-37.79317683625,144.98880684975,0.05
NOONE STREET,-37.7932227505,144.9892451815,0.05
NOONE STREET,-37.79326866475,144.98968351325,0.05
WHARF STREET,-37.814329035,144.938992668,0.05
WHARF STREET,-37.813968407666664,144.938839119,0.05
WHARF STREET,-37.813607780333335,144.93868557,0.05
JOHNSTON STREET,-37.798702618,144.981877453,0.05
WHARF ROAD,-37.826858231,144.911039788,0.05
WHARF ROAD,-37.82710210085715,144.91056592128572,0.05
WHARF ROAD,-37.82734597071429,144.91009205457144,0.05
WHARF ROAD,-37.827589840571434,144.90961818785715,0.05
WHARF ROAD,-37.82783371042857,144.90914432114286,0.05
WHARF ROAD,-37.828077580285715,144.90867045442857,0.05
WHARF ROAD,-37.82832145014286,144.9081965877143,0.05
LOUGHMORE LANE,-37.801749701,144.950869197,0.05
DELBRIDGE STREET,-37.788256401,144.98823506,0.05
DELBRIDGE STREET,-37.78857902033333,144.98844695033333,0.05
DELBRIDGE STREET,-37.78890163966667,144.98865884066666,0.05
NORMANBY STREET,-37.835659092,144.949615196,0.05
NORMANBY STREET,-37.835882711500005,144.949714577,0.05
ASCOT VALE ROAD,-37.779122183,144.922801855,0.05
ASCOT VALE ROAD,-37.7795353665,144.9227309815,0.05
ESPLANADE PLACE,-37.83662192199989,144.944856282,0.05
ESPLANADE PLACE,-37.83678944399995,144.945142433,0.05
ESPLANADE PLACE,-37.836956966,144.945428584,0.05
ESPLANADE PLACE,-37.8367577965,144.9457674405,0.05
NORTHUMBERLAND STREET,-37.807530643,144.987961153,0.05
NORTHUMBERLAND STREET,-37.8074739625,144.987460691,0.05
RESERVE PLACE,-37.837396048,144.941210901,0.05
RESERVE PLACE,-37.837155219500005,144.940787328,0.05
ASCOT VALE ROAD,-37.785607419,144.92171734,0.05
ST KILDA ROAD,-37.828708266,144.971119204,0.05
ST KILDA ROAD,-37.82827714983333,144.97111277116664,0.05
ST KILDA ROAD,-37.82784603366667,144.97110633833333,0.05
ST KILDA ROAD,-37.8274149175,144.9710999055,0.05
ST KILDA ROAD,-37.826983801333334,144.97109347266667,0.05
ST KILDA ROAD,-37.82655268516667,144.97108703983332,0.05
NORTHUMBERLAND STREET,-37.807417282,144.986960229,0.05
NORTHUMBERLAND STREET,-37.807360381,144.986457883,0.05
MCINERNEY LANE,-37.802656724,144.955717934,0.05
BIRDWOOD AVENUE,-37.834049903,144.98255746,0.05
MIGHTY APOLLO LANE,-37.807456471,144.946572762,0.05
LITTLE ELGIN STREET,-37.797487157,144.966000274,0.05
PIN OAK CRESCENT,-37.780684823,144.926703282,0.05
PIN OAK CRESCENT,-37.78102587225,144.926916193,0.05
PIN OAK CRESCENT,-37.7813669215,144.92712910400002,0.05
PIN OAK CRESCENT,-37.781707970750006,144.927342015,0.05
COODE ROAD,-37.810081426,144.920440967,0.05
COODE ROAD,-37.81016741118182,144.92099947336362,0.05
COODE ROAD,-37.81025339636364,144.92155797972725,0.05
COODE ROAD,-37.810339381545454,144.9221164860909,0.05
COODE ROAD,-37.81042536672727,144.92267499245455,0.05
COODE ROAD,-37.81051135190909,144.92323349881818,0.05
COODE ROAD,-37.81059733709091,144.9237920051818,0.05
COODE ROAD,-37.81068332227273,144.92435051154544,0.05
COODE ROAD,-37.81076930745455,144.92490901790907,0.05
COODE ROAD,-37.81085529263636,144.92546752427273,0.05
COODE ROAD,-37.81094127781818,144.92602603063636,0.05
BARKLY STREET,-37.776811182,144.966961689,0.05
BARKLY STREET,-37.776853801499996,144.967345925,0.05
SWANSTON STREET,-37.804249315,144.963316477,0.05
SWANSTON STREET,-37.794563711,144.96497183,0.05
SWANSTON STREET,-37.79418014466667,144.965034944,0.05
SWANSTON STREET,-37.793796578333335,144.965098058,0.05
PARK STREET,-37.834832912,144.962941004,0.05
PARK STREET,-37.83475062,144.963222146,0.05
ESPLANADE WEST,-37.838691323,144.944008854,0.05
PATERSON STREET,-37.782429892,144.96399897,0.05
PATERSON STREET,-37.78249322366667,144.964454934,0.05
PATERSON STREET,-37.782556555333336,144.964910898,0.05
UNION STREET,-37.802740337,144.946841103,0.05
UNION STREET,-37.803072373666666,144.94677991566667,0.05
UNION STREET,-37.803404410333336,144.94671872833334,0.05
RANKINS ROAD,-37.792851053,144.931236976,0.05
RANKINS ROAD,-37.792477679499996,144.9313071195,0.05
RANKINS ROAD,-37.792104306,144.931377263,0.05
RANKINS ROAD,-37.7917309325,144.9314474065,0.05
FERGIE STREET,-37.783758955,144.984614513,0.05
JOHNSTON PLACE,-37.798022454,144.975529847,0.05
JOHNSTON PLACE,-37.7977643375,144.975577013,0.05
IFFLA STREET,-37.839172742,144.949339493,0.05
BIRDWOOD AVENUE,-37.831280934,144.976917605,0.05
BIRDWOOD AVENUE,-37.8315953562,144.9772842678,0.05
BIRDWOOD AVENUE,-37.8319097784,144.9776509306,0.05
BIRDWOOD AVENUE,-37.8322242006,144.9780175934,0.05
BIRDWOOD AVENUE,-37.8325386228,144.9783842562,0.05
PARK STREET,-37.836605814,144.982015476,0.05
PARK STREET,-37.836304158333334,144.98207904566667,0.05
